valueDate,notes,organization,email,clientName,amount,currency
20-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,TT,309,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,BR,411,USD
27-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CU,449,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,MY,457,USD
08-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,988,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,725,USD
26-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,746,USD
09-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,856,USD
17-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,595,USD
18-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PE,456,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,IS,169,USD
17-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,677,USD
11-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PH,684,USD
10-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,392,USD
21-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,565,USD
06-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,135,USD
05-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,463,USD
31-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,920,USD
17-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,935,USD
06-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,500,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CU,426,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,FO,208,USD
23-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,SI,842,USD
20-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CZ,912,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PK,743,USD
20-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,160,USD
07-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PE,312,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,699,USD
21-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,614,USD
30-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,UA,703,USD
29-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PH,413,USD
25-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,876,USD
21-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,FR,519,USD
14-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,UA,501,USD
13-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,975,USD
13-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,HT,441,USD
23-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,125,USD
19-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,517,USD
06-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,323,USD
11-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,EC,504,USD
04-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,HT,901,USD
02-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,366,USD
07-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CM,329,USD
29-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,336,USD
11-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,833,USD
30-Sep-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,458,USD
31-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,262,USD
17-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,WS,172,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,577,USD
17-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,MK,152,USD
06-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,328,USD
11-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CA,483,USD
19-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,556,USD
06-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,999,USD
08-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PL,161,USD
30-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,AZ,207,USD
16-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,US,512,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,EG,722,USD
15-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PL,419,USD
20-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,967,USD
17-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,194,USD
22-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PH,277,USD
23-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,BD,651,USD
18-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,401,USD
01-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,SE,980,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,US,880,USD
18-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PH,572,USD
03-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,ID,523,USD
30-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CO,289,USD
05-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PL,500,USD
05-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,572,USD
15-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,JP,148,USD
25-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CA,634,USD
08-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PL,747,USD
23-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,UA,306,USD
10-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CL,103,USD
01-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PK,234,USD
02-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,CN,107,USD
08-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,SY,586,USD
26-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PT,881,USD
03-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,MA,664,USD
25-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,FR,714,USD
26-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,SY,333,USD
13-Nov-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,362,USD
24-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,NL,874,USD
17-Dec-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,UA,774,USD
24-Jan-22,Job Done,Worksuite Technologies LTD,julia@worksuite.co,US,568,USD
15-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,AM,211,USD
05-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,PE,920,USD
09-Oct-21,Job Done,Worksuite Technologies LTD,julia@worksuite.co,RU,931,USD
